text,clean,cluster_kmeans
"I always feel like I'm doing something wrong. Everything I do is crappy. I want to cry all the time. I can't eat or sleep. You are describing some of the most common symptoms of depression: low self esteem, difficulty sleeping, changes in appetite, sad mood, feelings of hopeless and feelings of worthlessness. A full assessment/evaluation with a mental health professional is warranted to understand if indeed you meet criteria for a Major Depressive Disorder i.e.., are delressed. One thing I often tell patients is that ""Do you think you are depressed?"" People often answer yes or no, but many individuals respond with a question: How would I know? To that I often explain that if I stopped watching movies or better, stopped enjoying watching movies that would be a clear indication for me that I am delressed. It would be a sign that I have lost pleasure or interest in the activity that I typically enjoy most . I'll ask you to think of one activity which you really really enjoy.  It could be anything from reading, to being with friends, to skiing to watching tv.  I would like to now ask you if you have stopped enjoying that activity or can't find the motivation to engage in it? This is another symptom of depression: loss in pleasurable activities. The good news is that there are many effective, available treatment if you are indeed in a depression or simply, you want to modify/decrease your depressive symptoms i.e., you want to stop feeling so tired and so worthless. Treatment includes one or more of the following: psychotherapy, medication, exercise. Any one or combination of both of these can help to improve your mood. The even better news is that feeling that you are doing something wrong can diminish with appropriate treatment over time.  I hope you find this information helpful. The most important next step is to get evaluated by a mental health professional typically a psychologist or psychiatrist, and for both you and the professional to better understand your symptoms and your mood in the context of what is going on in your life.",always feel like something wrong everything crappy want cry time eat sleep describing common symptoms depression low self esteem difficulty sleeping changes appetite sad mood feelings hopeless feelings worthlessness full assessment evaluation mental health professional warranted understand indeed meet criteria major depressive disorder e delressed one thing often tell patients think depressed people often answer yes many individuals respond question would know often explain stopped watching movies better stopped enjoying watching movies would clear indication delressed would sign lost pleasure interest activity typically enjoy ask think one activity really really enjoy could anything reading friends skiing watching tv would like ask stopped enjoying activity find motivation engage another symptom depression loss pleasurable activities good news many effective available treatment indeed depression simply want modify decrease depressive symptoms e want stop feeling tired worthless treatment includes one following psychotherapy medication exercise one combination help improve mood even better news feeling something wrong diminish appropriate treatment time hope find information helpful important next step get evaluated mental health professional typically psychologist psychiatrist professional better understand symptoms mood context going life,1
"I no longer carry expressions on my face, and my emotions are decreasing the more I have fights with my fiancée. Sometimes repressing anger can lead to depression and block all kinds of other emotions too.  I would wonder about your experience with anger and if you've ever been discouraged from expressing anger.  I would also wonder if you feel like you have space to express yourself in your relationship or if you feel like you really aren't being heard.  It's hard to feel cared for and connected to someone else when you don't feel accepted by them.",longer carry expressions face emotions decreasing fights fianc e sometimes repressing anger lead depression block kinds emotions would wonder experience anger ever discouraged expressing anger would also wonder feel like space express relationship feel like really heard hard feel cared connected someone else feel accepted,5
"I no longer carry expressions on my face, and my emotions are decreasing the more I have fights with my fiancée. Sometimes when we fight a lot with our partner, it becomes more uncomfortable to share emotions because it feels like it will lead to another flight or disagreement.You could try having a conversation when you're not fighting and starting it out by saying that you would like to discuss something important to you and see if your fiancée is open to that.Something else is that you could have an agreement that if one of you is having a really strong emotions in a difficult conversation and would like to break from the conversation, you could agree (ahead of time) that you'll say that you would like a ""timeout"" and will come back to discuss the issue in a certain amount of time (usually about an hour) and then try to resume the discussion. The reason this can work is it can give you a chance to calm down and then still go back to the discussion rather than not talking about it again. This only works if both of you agree to that before something starts, though.",longer carry expressions face emotions decreasing fights fianc e sometimes fight lot partner becomes uncomfortable share emotions feels like lead another flight disagreement could try conversation fighting starting saying would like discuss something important see fianc e open something else could agreement one really strong emotions difficult conversation would like break conversation could agree ahead time say would like timeout come back discuss issue certain amount time usually hour try resume discussion reason work give chance calm still go back discussion rather talking works agree something starts though,2
"I'm depressed. I have been for years. I hide it from everyone because I'm scared of the reactions I'll get. Last time I tried telling my parents, it was a huge argument about me being too young to be depressed (I’m a legal adult), calling me ungrateful, and telling me that if I can't handle things now, it's only going to get worse in the future (which is turning out to be true). It's exhausting pretending to be okay, and I don't know how much longer I can try. I'm just really tired, and sadly, I can't afford the help I need on my own. Hi Georgia, There's a really good lesson here. People tell us things, and we tend to think that's the truth...but it's not! I'll do some translating for you...""You're so ungrateful"" means ""I need you to be successful and happy in order for me to feel I'm a good parent"".""You're too young to be depressed"" means ""I don't want to deal with your mental health issues right now. I'll pretend it's not happening so I don't have to face my fear and shame"".""It's only going to get worse"" just means ""I don't know how to support you beyond scaring you into wanting to at least fake happiness for my sake"".Your parents are being unsupportive, not because you're not suffering, but because this is all they're capable of right now. They are not where you will find the support you need, so keep looking for it in other places. It's out there. If might be an aunt or a friend, or a friend's aunt. It might be a therapist or a bus driver or your family doctor. Keep looking for someone who will hear you. I hope you don't ever give up. :)",depressed years hide everyone scared reactions get last time tried telling parents huge argument young depressed legal adult calling ungrateful telling handle things going get worse future turning true exhausting pretending okay know much longer try really tired sadly afford help need hi georgia really good lesson people tell us things tend think truth translating ungrateful means need successful happy order feel good parent young depressed means want deal mental health issues right pretend happening face fear shame going get worse means know support beyond scaring wanting least fake happiness sake parents unsupportive suffering capable right find support need keep looking places might aunt friend friend aunt might therapist bus driver family doctor keep looking someone hear hope ever give,1
"I'm depressed. I have been for years. I hide it from everyone because I'm scared of the reactions I'll get. Last time I tried telling my parents, it was a huge argument about me being too young to be depressed (I’m a legal adult), calling me ungrateful, and telling me that if I can't handle things now, it's only going to get worse in the future (which is turning out to be true). It's exhausting pretending to be okay, and I don't know how much longer I can try. I'm just really tired, and sadly, I can't afford the help I need on my own. Don't think that you can't afford the help you need on your own.  There are several counselors that see people on a sliding scale that can be as low as $5 (based on your income).  Find a center that is non-profit, they have great counselors as well. It sounds like you know what you are experiencing and know that you need someone to talk to, someone that is willing to listen.  Your parents may not understand what your are feeling right now and that is not totally abnormal.I would encourage you to seek help immediately so you can live the best live you can...which is not being depressed.",depressed years hide everyone scared reactions get last time tried telling parents huge argument young depressed legal adult calling ungrateful telling handle things going get worse future turning true exhausting pretending okay know much longer try really tired sadly afford help need think afford help need several counselors see people sliding scale low 5 based income find center non profit great counselors well sounds like know experiencing know need someone talk someone willing listen parents may understand feeling right totally abnormal would encourage seek help immediately live best live depressed,1
"I have terrible anxiety and depression. I've tried various therapists and pills, but nothing's helped. Is it possible you simply didn't mix well with the particular therapists with whom you've worked?   If this is possible, interview a therapist before  starting therapy.   Then you will be choosing a therapist who feels compatible with your way of seeing yourself and your life.Also, therapy isn't for everyone.Read about the different healing modalities and see if one of these speaks to your interest in feeling better.What matters most is finding among all the legitimate healing methods, what you believe will be effective.",terrible anxiety depression tried various therapists pills nothing helped possible simply mix well particular therapists worked possible interview therapist starting therapy choosing therapist feels compatible way seeing life also therapy everyone read different healing modalities see one speaks interest feeling better matters finding among legitimate healing methods believe effective,1
"I have terrible anxiety and depression. I've tried various therapists and pills, but nothing's helped. I'm sorry that you have tried several different things and not had much relief.I will say that there are several different types of medications that may help and each therapist is different, so it is quite possible that a different combination of things you've already tried may be helpful.I would encourage you to continue trying different therapists. I would say to give each one at least six sessions before you decide that the approach that they are using is not working for you. Also, most places have a certain sort of structured initial session that must be done, but after that, the decisions are largely up to what you and the clinician feel is helping. If something is or is not working, communicate this with your therapist. This is a big deal. Most therapists I know actually welcome this feedback.There is a fair amount of research into the idea that the therapeutic alliance (the relationship that you have in the context of working through the reasons that brought you into therapy) is very important. Also, sometimes anxiety and depression can make it difficult to go to therapy on a regular basis. If that is something with which you are struggling, I would encourage you to talk about that as well.In addition to a solid relationship with a therapist who you connect with, you may consider trying something like yoga or meditation. Mindfulness is sometimes helpful as well.Here's a link to questions for finding suitable therapists: http://www.pharmatherapist.com/12-tips-for-finding-a-suitable-therapist",terrible anxiety depression tried various therapists pills nothing helped sorry tried several different things much relief say several different types medications may help therapist different quite possible different combination things already tried may helpful would encourage continue trying different therapists would say give one least six sessions decide approach using working also places certain sort structured initial session must done decisions largely clinician feel helping something working communicate therapist big deal therapists know actually welcome feedback fair amount research idea therapeutic alliance relationship context working reasons brought therapy important also sometimes anxiety depression make difficult go therapy regular basis something struggling would encourage talk well addition solid relationship therapist connect may consider trying something like yoga meditation mindfulness sometimes helpful well link questions finding suitable therapists http www pharmatherapist com 12 tips finding suitable therapist,1
"I'm in my early 20s. I've worked since two months after I turned 18. I have “plans.” I could become an electrician, or I could operate heavy machinery. I have goals, but I do nothing to try to meet them because I don't feel I can. I just want a better life for my fiancée and the kids than I did. For starters, commend yourself for being committed to working. You have no idea what is going to happen in the next second, so focusing on thinking you will never have a good career or amount to anything financially is creating a fictitious story.  Remind yourself of that every time the thought pops up.  The false belief that nothing good will happen is sucking out energy you can use on pursuing your career dreams. Next, do you know what you need to do to become an electrician or heavy machinery operator? If not, find out. Then, set up a realistic schedule for yourself to accomplish the steps. As you accomplish each step, see your progress.  Notice that you are moving closer to your goal.  Every day remind yourself why you are pursuing this career.  In fact, write it down and tape it on your bathroom mirror.  When you start to feel discouraged, remember your goal and remind yourself that you have no idea if you'll make it or not but you are going to give it everything you have to find out. Anything worth pursuing is going to take a lot of persistence and hard work. Stay with it! You and your family are worth it!",early 20s worked since two months turned 18 plans could become electrician could operate heavy machinery goals nothing try meet feel want better life fianc e kids starters commend committed working idea going happen next second focusing thinking never good career amount anything financially creating fictitious story remind every time thought pops false belief nothing good happen sucking energy use pursuing career dreams next know need become electrician heavy machinery operator find set realistic schedule accomplish steps accomplish step see progress notice moving closer goal every day remind pursuing career fact write tape bathroom mirror start feel discouraged remember goal remind idea make going give everything find anything worth pursuing going take lot persistence hard work stay family worth,5
"He said he would try and he never did. It's been nine months, and this is making me worse. Today, he said I have to respect whatever decision he makes. Is that true? Am I supposed to respect the decision to leave because he can't handle what I'm going through and leaves me here crying and worried every night? He's constantly changing his mind on if he wants to work it out. Wow that is tough. There is nothing worse than fearing abandonment when you are already struggling with depression. It sounds like you are still wanting to work through whatever challenges you and your husband are having but your husband may not be on the same page. I would encourage you and your husband to seek professional support if you haven't already. While depression can put real strains on a relationship, relationship problems can lead to or contribute to depression and there may be some real benefits to both of you in doing some couple therapy. With that being said - if your husband is not willing to do therapy or is clear that he wants the relationship to end, then I can't see what choice you have but to ""respect his decision"" as you mentioned. This doesn't mean that you have to feel okay with the decision - as I'm sure you wouldn't - but ultimately loving one another and staying in committed relationships is a choice that we each have to make. If he is wanting to leave - this could make things a lot tougher for you. I would encourage you to seek professional support for yourself and reach out to lots of friends and family. You do not need to face depression alone - nor should you have to. We all need support at tough times like these.",said would try never nine months making worse today said respect whatever decision makes true supposed respect decision leave handle going leaves crying worried every night constantly changing mind wants work wow tough nothing worse fearing abandonment already struggling depression sounds like still wanting work whatever challenges husband husband may page would encourage husband seek professional support already depression put real strains relationship relationship problems lead contribute depression may real benefits couple therapy said husband willing therapy clear wants relationship end see choice respect decision mentioned mean feel okay decision sure ultimately loving one another staying committed relationships choice make wanting leave could make things lot tougher would encourage seek professional support reach lots friends family need face depression alone need support tough times like,2
"He said he would try and he never did. It's been nine months, and this is making me worse. Today, he said I have to respect whatever decision he makes. Is that true? Am I supposed to respect the decision to leave because he can't handle what I'm going through and leaves me here crying and worried every night? He's constantly changing his mind on if he wants to work it out. I'm sorry for the hurt you're feeling from your husband's decision.Keep in mind that if one partner does not want to be in a relationship and remains in it, then both people will be unhappy, dissatisfied and feel stressed.Imagine being in a relationship that you'd rather leave.All the negative feelings and resentment of being with someone whom you'd rather be without, would not leave very much energy to satisfy your partner.I'm glad you realize that you feel depressed.Depression is a mood that can change once you understand what is causing it.Depression is an area that very often therapists help their patients understand, and emotionally support and encourage them during the course this takes.For now, concentrate on decreasing the tension in your life.  Your husband's indecision may very well be adding to your stress.Only he can make up his own mind.As hard as this may be, all you really can do is take care of how you feel so that you will feel better.From what you write, your husband is too unsure to offer you the love and care you'd like from him.Learning to love oneself is always worthwhile.   At this stage in your marriage, now sounds like an ideal opportunity for you to teach yourself self-love.",said would try never nine months making worse today said respect whatever decision makes true supposed respect decision leave handle going leaves crying worried every night constantly changing mind wants work sorry hurt feeling husband decision keep mind one partner want relationship remains people unhappy dissatisfied feel stressed imagine relationship rather leave negative feelings resentment someone rather without would leave much energy satisfy partner glad realize feel depressed depression mood change understand causing depression area often therapists help patients understand emotionally support encourage course takes concentrate decreasing tension life husband indecision may well adding stress make mind hard may really take care feel feel better write husband unsure offer love care like learning love oneself always worthwhile stage marriage sounds like ideal opportunity teach self love,2
"He said he would try and he never did. It's been nine months, and this is making me worse. Today, he said I have to respect whatever decision he makes. Is that true? Am I supposed to respect the decision to leave because he can't handle what I'm going through and leaves me here crying and worried every night? He's constantly changing his mind on if he wants to work it out. The fact that you mention that he is ""constantly changing his mind on if he wants to work it out,"" suggests that Discernment Counseling might be a really good fit for you both. Discernment counseling is a protocol for partners where one or both aren't certain they want to remain in the relationship. It's a brief (1-5 sessions) and intentionally focused on helping partners talk through (primarily individually) their reasons for and against staying in the relationship - as well as confront their own contributions that lead to the relationship crisis. It's aimed at helping the couple reach a clear understanding of which path they are going to take, not asking anyone to change just yet, so it can be a lot less intimidating and more to the point than couples therapy.  You can look to find a local therapist providing this service here. That said, I agree with other respondents that if he is deciding to leave, seeking out support for yourself would be incredibly helpful. You may need to accept his decision, but you can certainly feel whatever emotions you have.  You are allowed to feel exactly how you feel, and it's likely you'll be sad, or angry or hurt or disappointed or scared, or any combination of any/all of those. Having someone there who can validate those emotions and help you to process the grief that naturally comes with the end of a relationship can be a huge help in finding a place of healing and regaining a sense of self, a sense of hope.",said would try never nine months making worse today said respect whatever decision makes true supposed respect decision leave handle going leaves crying worried every night constantly changing mind wants work fact mention constantly changing mind wants work suggests discernment counseling might really good fit discernment counseling protocol partners one certain want remain relationship brief 1 5 sessions intentionally focused helping partners talk primarily individually reasons staying relationship well confront contributions lead relationship crisis aimed helping couple reach clear understanding path going take asking anyone change yet lot less intimidating point couples therapy look find local therapist providing service said agree respondents deciding leave seeking support would incredibly helpful may need accept decision certainly feel whatever emotions allowed feel exactly feel likely sad angry hurt disappointed scared combination someone validate emotions help process grief naturally comes end relationship huge help finding place healing regaining sense self sense hope,2
"He said he would try and he never did. It's been nine months, and this is making me worse. Today, he said I have to respect whatever decision he makes. Is that true? Am I supposed to respect the decision to leave because he can't handle what I'm going through and leaves me here crying and worried every night? He's constantly changing his mind on if he wants to work it out. Although the marriage vows say in sickness and health, each person has the right to choose to stay or to leave, depending on their ability to cope and handle marriage challenges.  I know is hard not to focus on him and his choice, but the more you put the focus of attention on him the least support you will receive. Focus on increasing self-care activities and building a support system around you.  A therapist can help you to work with depression symptoms, build up your self-esteem, and developing coping skills.  Also, invite him to a therapy session so he can clarify any questions and concerns regarding your diagnosis.If you would like to engage in therapy, I am licensed in Texas and Puerto Rico, you can contact me at 787-466-5478.Mi esposo quiere divorciarse después que fui diagnosticada con depresión severa.El dijo que intentaría y nunca lo hizo.  Has pasado nueve meses, y esto me está haciendo sentir peor.   Hoy, el dijo que yo debo respetar la decisión que el tome.   ¿Es eso cierto? ¿SE supone que respete la decisión de irse porque él no puede manejar lo que yo estoy pasando y me deja llorando y preocupada cada noche?  El cambia de opinión todo el tiempo.A pesar de que los votos matrimoniales dicen en la salud y la enfermedad, cada persona tiene el derecho de decidir si se queda o se va, dependiendo en su habilidad de lidiar los retos del matrimonio.  Entiendo que es difícil evitar enfocarte en él y sus decisiones, pero mientras más enfocas tu atención en el, más vas a resentir la falta de apoyo.  Enfócate en aumentar el cuidado personal y en desarrollar tu sistema de apoyo.  Un terapista te puede ayudar a trabajar con los síntomas de depresión, mejorar tu autoestima y desarrollar mecanismos de defensa.  También puedes invitar a tu esposo a terapia para hablar sobre tu diagnosis y que aclare dudas sobre los síntomas y expectativas.Si te gustaría recibir terapia, soy Consejera Profesional Licenciada en Texas y en Puerto Rico, llama al 787-466-5478.",said would try never nine months making worse today said respect whatever decision makes true supposed respect decision leave handle going leaves crying worried every night constantly changing mind wants work although marriage vows say sickness health person right choose stay leave depending ability cope handle marriage challenges know hard focus choice put focus attention least support receive focus increasing self care activities building support system around therapist help work depression symptoms build self esteem developing coping skills also invite therapy session clarify questions concerns regarding diagnosis would like engage therapy licensed texas puerto rico contact 787 466 5478 mi esposo quiere divorciarse despu que fui diagnosticada con depresi n severa el dijo que intentar nunca lo hizo pasado nueve meses esto est haciendo sentir peor hoy el dijo que yo debo respetar la decisi n que el tome es eso cierto se supone que respete la decisi n de irse porque l puede manejar lo que yo estoy pasando deja llorando preocupada cada noche el cambia de opini n todo el tiempo pesar de que los votos matrimoniales dicen en la salud la enfermedad cada persona tiene el derecho de decidir si se queda se va dependiendo en su habilidad de lidiar los retos del matrimonio entiendo que es dif cil evitar enfocarte en l sus decisiones pero mientras enfocas tu atenci n en el vas resentir la falta de apoyo enf cate en aumentar el cuidado personal en desarrollar tu sistema de apoyo un terapista te puede ayudar trabajar con los ntomas de depresi n mejorar tu autoestima desarrollar mecanismos de defensa tambi n puedes invitar tu esposo terapia para hablar sobre tu diagnosis que aclare dudas sobre los ntomas expectativas si te gustar recibir terapia soy consejera profesional licenciada en texas en puerto rico llama al 787 466 5478,3
"He said he would try and he never did. It's been nine months, and this is making me worse. Today, he said I have to respect whatever decision he makes. Is that true? Am I supposed to respect the decision to leave because he can't handle what I'm going through and leaves me here crying and worried every night? He's constantly changing his mind on if he wants to work it out. When you are at your lowest, you have an opportunity to learn not just about the people around you and who you can depend on, but also, so much about yourself and why you have come to the place that you have. Take this time to do some introspection and learn yourself. It will give you the power to recover from whatever it is that has broken you. We'd love to talk with you. Please contact us sometime.",said would try never nine months making worse today said respect whatever decision makes true supposed respect decision leave handle going leaves crying worried every night constantly changing mind wants work lowest opportunity learn people around depend also much come place take time introspection learn give power recover whatever broken love talk please contact us sometime,2
"He said he would try and he never did. It's been nine months, and this is making me worse. Today, he said I have to respect whatever decision he makes. Is that true? Am I supposed to respect the decision to leave because he can't handle what I'm going through and leaves me here crying and worried every night? He's constantly changing his mind on if he wants to work it out. If your husband is changing his mind about whether or not he wants to stay in the relationship, I wonder if you both might benefit from seeing a therapist who specializes in couples. In my training working with couples, partners come into counseling with one of three goals in mind: strengthening the relationship, getting a divorce, or making a decision. The decision could be whether or not stay together or it could be any number of other things, such as what state to live in.When you ask whether you have to respect whatever decision he makes, respecting his decision does not mean that you have to agree with what he decides. While you do not have the power to change his decision, he also does not have the power to change yours or how you feel about it. Having said that, if he is changing his mind a lot, chances are that the only decision he has made is that he needs to make a decision. Weighing the options of an important decision (any type of important decision) can be anxiety-producing its own right.The fact that you said you were diagnosed with severe depression leads me to believe that you are already seeing a therapist. Perhaps he or she can assist you in navigating through this. I'm wondering how you feel when you are around your husband. I'm not sure whether you are saying that having him there is a source of comfort for you or that it leads you to feel more sad. Maybe it is a little bit of both.",said would try never nine months making worse today said respect whatever decision makes true supposed respect decision leave handle going leaves crying worried every night constantly changing mind wants work husband changing mind whether wants stay relationship wonder might benefit seeing therapist specializes couples training working couples partners come counseling one three goals mind strengthening relationship getting divorce making decision decision could whether stay together could number things state live ask whether respect whatever decision makes respecting decision mean agree decides power change decision also power change feel said changing mind lot chances decision made needs make decision weighing options important decision type important decision anxiety producing right fact said diagnosed severe depression leads believe already seeing therapist perhaps assist navigating wondering feel around husband sure whether saying source comfort leads feel sad maybe little bit,2
"I'm in my late 50s. I never loved or have been loved. I need deeper help than is offered in my small town, but I cannot leave this town because of agoraphobia. I find myself losing hope more and more. My brain barely works anymore, and my memory so small, I forget in a moment. I serve no purpose. I'm incapable of work or anything of value, and I never have been. I’m a complete waste of time and resources, and yet I keep trying. Why? Why does God insist that I continue to exist? I’m not suicidal, just tired. The fact that you're reaching out says that there is something in you that wants this to be different, and that drive might be something worth tapping into. ""Why do I keep trying?"" is a question that might give you some insight into what it is in you that keeps you going. A lot of therapists/counselors are now offering video therapy. As long as you're in the same state as a therapist offering this service, you could connect with someone helpful from the comfort of your home, even being in your small town. I'd recommend looking into this option, because you're asking a lot of really deep questions and might benefit from having those conversations with someone who can help you find your own answers.",late 50s never loved loved need deeper help offered small town cannot leave town agoraphobia find losing hope brain barely works anymore memory small forget moment serve purpose incapable work anything value never complete waste time resources yet keep trying god insist continue exist suicidal tired fact reaching says something wants different drive might something worth tapping keep trying question might give insight keeps going lot therapists counselors offering video therapy long state therapist offering service could connect someone helpful comfort home even small town recommend looking option asking lot really deep questions might benefit conversations someone help find answers,5
"I'm in my late 50s. I never loved or have been loved. I need deeper help than is offered in my small town, but I cannot leave this town because of agoraphobia. I find myself losing hope more and more. My brain barely works anymore, and my memory so small, I forget in a moment. I serve no purpose. I'm incapable of work or anything of value, and I never have been. I’m a complete waste of time and resources, and yet I keep trying. Why? Why does God insist that I continue to exist? I’m not suicidal, just tired. Hi Oak Harbor,My heart goes out to you. Sometimes when I'm working with a client who experiences depression or anxiety, I ask them for a glimpse into their worst moments in their minds. ""What are the worst thoughts that run through your head?"". Often they struggle, perhaps out of shame; maybe they don't want me to know their worst thoughts. But I can help them better if I do know, because then we have a place to work from. You are feeling hopeless and worthless, and your thoughts support these intense emotions. I don't know you, but I strongly believe that you have someone in your life who, if they heard your thoughts, would say ""That's not true. I know where her value is."" I believe that there are people who would see your value clearly, even if in small things. Can you imagine those voices?You mentioned God, so let's invite God into the conversation. What might God say to you? What evidence might God...who sees all..have of your worth? What hint might God give you about your purpose? You suffer from severe anxiety, and the agoraphobia works together with fear; they're a tag team. Fear tells you perhaps that people will reject you (or something equally bad), and then agoraphobia steps in and traps you and uses as evidence the fact that no one seems to be reaching out to you to convince you that you have no worth. Do you see their plan? Make her scared... keep her here alone...convince her it's hopeless. They both try to convince you that they are your only friends, except they're lying to you. They only want power over you.You forget your worth. You forget that we all have worth. No one is a waste. I believe all God's creatures have worth, and that we're here to use our gifts to improve the world, and to remind each other of our value. There are people out there needing your support as much as you need theirs. Can you find them? My guess is you've been alone and isolated for a very long time and it's impossible for you to see your worth in this situation. We need mirrors to see our worth and other people are our mirrors. We see our value in their eyes. Do you remember the first time you questioned your worth? What was happening that you blamed yourself for? Can you speak to that child and tell her (or him) that whatever's happening isn't her fault? It's that child who cannot see her own worth, probably because someone treated her as though she had none. That's only a story though; not the truth. Can you find another thread of a story? Who might tell a story of your worth?Oak Harbor, I believe that there is help closer than you think. Fear wants you to believe it's hopeless. You reached out here...can you reach out again? Start with just one person, and that will lead you to somewhere. We don't know where that somewhere is but could it be better than sitting alone? You've stopped living. You can choose any moment to start. I wish you peace and hope. :)",late 50s never loved loved need deeper help offered small town cannot leave town agoraphobia find losing hope brain barely works anymore memory small forget moment serve purpose incapable work anything value never complete waste time resources yet keep trying god insist continue exist suicidal tired hi oak harbor heart goes sometimes working client experiences depression anxiety ask glimpse worst moments minds worst thoughts run head often struggle perhaps shame maybe want know worst thoughts help better know place work feeling hopeless worthless thoughts support intense emotions know strongly believe someone life heard thoughts would say true know value believe people would see value clearly even small things imagine voices mentioned god let invite god conversation might god say evidence might god sees worth hint might god give purpose suffer severe anxiety agoraphobia works together fear tag team fear tells perhaps people reject something equally bad agoraphobia steps traps uses evidence fact one seems reaching convince worth see plan make scared keep alone convince hopeless try convince friends except lying want power forget worth forget worth one waste believe god creatures worth use gifts improve world remind value people needing support much need find guess alone isolated long time impossible see worth situation need mirrors see worth people mirrors see value eyes remember first time questioned worth happening blamed speak child tell whatever happening fault child cannot see worth probably someone treated though none story though truth find another thread story might tell story worth oak harbor believe help closer think fear wants believe hopeless reached reach start one person lead somewhere know somewhere could better sitting alone stopped living choose moment start wish peace hope,1
"Both of my parents committed suicide together, and I was the one who found them. I suffer from overwhelming depression, which is having an extreme effect on me and my husband’s sex lives. He does not understand at all and is always making me feel so uncomfortable about sex. Hello, and thank you for your question. First, I want to tell you how sorry I am for the experience you had with your parents. That is a grief and trauma that is certainly hard to imagine. Trauma and grief can affect us in many ways, and certainly deeply personal things like our sex lives. It may be difficult for others to make the connection, but it is there. So, for example, if stress and trauma make you feel like you are not interested in sex, a partner may take it as a personal rejection rather than response to stress, trauma or grief. If your husband will agree to it, couple's counseling may be your best bet. A counselor can help you with your communication and may be able to provide some education to your husband about trauma and how it can have an impact on intimacy. If he doesn't agree to go, it may be worth it to go on your own. You still have a lot you are dealing with yourself. And sometimes our personally therapy can influence others, so it may be a good idea. It is important to remember that even though you are married you have the right to make decisions about your body, and that includes when you want to have sex with it. I hope this is helpful, and some of my colleagues may have ideas, also. Be well.Robin J. Landwehr, DBH, LPC, NCC",parents committed suicide together one found suffer overwhelming depression extreme effect husband sex lives understand always making feel uncomfortable sex hello thank question first want tell sorry experience parents grief trauma certainly hard imagine trauma grief affect us many ways certainly deeply personal things like sex lives may difficult others make connection example stress trauma make feel like interested sex partner may take personal rejection rather response stress trauma grief husband agree couple counseling may best bet counselor help communication may able provide education husband trauma impact intimacy agree go may worth go still lot dealing sometimes personally therapy influence others may good idea important remember even though married right make decisions body includes want sex hope helpful colleagues may ideas also well robin j landwehr dbh lpc ncc,2
"I have bipolar disorder, paranoid personality disorder, posttraumatic stress disorder, anxiety and obsessive-compulsive disorder. I last self-harmed a week ago. When I am stressed, overwhelmed, hurt, or angry, the urge to self-harm is all I can think of. I am trying to seek help. Seeking professional help does not mean that you will necessarily be admitted into an inpatient setting - though  to be honest, that can become an option if you feel unsafe or if you are unable to plan for safety. However, many clients who struggle with self-harm can find help in outpatient settings - particularly those which offer a treatment called Dialectical Behavioral Therapy (DBT). Looking for a DBT professional or group therapy setting may be particularly helpful, but a skilled professional can help you to figure out how to identify other options even when you are experiencing overwhelming emotions. Without knowing your location, I also recommend searching to find your local helpline or suicide prevention hotline. The volunteers on the other end of the line can be very helpful even if your intention is not suicide and they are likely also to be able to connect you with resources in your area. Calling into the helpline may also be a first step alternative to self-harming when you're feeling overwhelmed.",bipolar disorder paranoid personality disorder posttraumatic stress disorder anxiety obsessive compulsive disorder last self harmed week ago stressed overwhelmed hurt angry urge self harm think trying seek help seeking professional help mean necessarily admitted inpatient setting though honest become option feel unsafe unable plan safety however many clients struggle self harm find help outpatient settings particularly offer treatment called dialectical behavioral therapy dbt looking dbt professional group therapy setting may particularly helpful skilled professional help figure identify options even experiencing overwhelming emotions without knowing location also recommend searching find local helpline suicide prevention hotline volunteers end line helpful even intention suicide likely also able connect resources area calling helpline may also first step alternative self harming feeling overwhelmed,1
"I stress over everything. If I don't have enough ""quality time"" with my boyfriend, I start to feel resentment towards him. He has three children, and they are great kids, but I find we don't have much time together. I break down easily and find myself depressed. Everyone has some level of anxiety - it's what helps us respond to stressors in our lives and clues us into the fact that we need to respond to something going on. However, if you're feeling overwhelmed by racing thoughts, feeling like you spend a lot of energy worrying about something specific or even pretty much anything at all, and you're starting to find that it's getting in your way when it comes to living your life the way you want, then I'd suggest seeing a counselor or therapist for an assessment for anxiety. Your other concerns, though, seem pretty ""normal"" for someone who is in a relationship with a partner who has children. As a married stepmother, I've been there, and as a therapist, I can tell you that the boundaries and communication skills you have in your relationships need to be healthy for you to feel healthy. Finding some support from a group of others whose partners have children might be really helpful - being able to hear from others that you aren't alone in feeling like this can really lighten the load, and they might have some good ideas for handling certain situations. Another option is to find a counselor or therapist who has experience working with step/blended family dynamics - because even if you're not officially married, those dynamics come into play whenever there are kids from another relationship involved. You may even consider couples counseling so that both of you can learn to talk about your relationship needs and concerns in a way that will encourage connection and strengthen your sense of partnership.",stress everything enough quality time boyfriend start feel resentment towards three children great kids find much time together break easily find depressed everyone level anxiety helps us respond stressors lives clues us fact need respond something going however feeling overwhelmed racing thoughts feeling like spend lot energy worrying something specific even pretty much anything starting find getting way comes living life way want suggest seeing counselor therapist assessment anxiety concerns though seem pretty normal someone relationship partner children married stepmother therapist tell boundaries communication skills relationships need healthy feel healthy finding support group others whose partners children might really helpful able hear others alone feeling like really lighten load might good ideas handling certain situations another option find counselor therapist experience working step blended family dynamics even officially married dynamics come play whenever kids another relationship involved may even consider couples counseling learn talk relationship needs concerns way encourage connection strengthen sense partnership,1
